% fringe_data_nov02.txt
%
% Reformated but otherwise unadjusted version of Margie Weiler's
% 19 November 2002 fringe model parameters.  This is based on
% the September 2002 fringe data except Margie has added amplitude
% and phase values for previously "bad" channels.
%
% Last updated: Scott Hannon, 20 November 2002
%
% ID  LMID M  ind   freq     amplitude      phase        period        beta
%---- ---- -- --- -------- ------------- ------------- ------------- ---------
 1184 1194 5   79 1095.364 2.5392077e-02 1.0981018e+03 8.5300000e-01 8.000e-05
 1185 1193 5   78 1095.874 1.8766384e-02 1.0980813e+03 8.5300000e-01 8.000e-05
 1186 1192 5   77 1096.384 2.2970361e-02 1.0980599e+03 8.5300000e-01 8.000e-05
 1187 1191 5   76 1096.895 1.8766384e-02 1.0980734e+03 8.5300000e-01 8.000e-05
 1188 1190 5   75 1097.406 1.8766384e-02 1.0980804e+03 8.5300000e-01 8.000e-05
 1189 1189 5   74 1097.918 1.8076391e-02 1.0980636e+03 8.5300000e-01 8.000e-05
 1190 1188 5   73 1098.430 1.8076391e-02 1.0981273e+03 8.5300000e-01 8.000e-05
 1191 1187 5   72 1098.943 1.6891654e-02 1.0981761e+03 8.5300000e-01 8.000e-05
 1192 1186 5   71 1099.456 1.6891654e-02 1.0982081e+03 8.5300000e-01 8.000e-05
 1193 1185 5   70 1099.969 1.6297855e-02 1.0982156e+03 8.5300000e-01 8.000e-05
 1194 1184 5   69 1100.483 1.5704055e-02 1.0982231e+03 8.5300000e-01 8.000e-05
 1195 1183 5   68 1100.998 1.4513583e-02 1.0982464e+03 8.5300000e-01 8.000e-05
 1196 1182 5   67 1101.512 1.3320228e-02 1.0982353e+03 8.5300000e-01 8.000e-05
 1197 1181 5   66 1102.028 1.2123980e-02 1.0983254e+03 8.5300000e-01 8.000e-05
 1198 1180 5   65 1102.543 9.7227600e-03 1.0983698e+03 8.5300000e-01 8.000e-05
 1199 1179 5   64 1103.060 8.5177670e-03 1.0984170e+03 8.5300000e-01 8.000e-05
 1200 1178 5   63 1103.576 7.3098380e-03 1.0984443e+03 8.5300000e-01 8.000e-05
 1201 1177 5   62 1104.093 8.5177670e-03 1.0976214e+03 8.5300000e-01 8.000e-05
 1202 1176 5   61 1104.611 7.3098380e-03 1.0976146e+03 8.5300000e-01 8.000e-05
 1203 1175 5   60 1105.129 7.9138020e-03 1.0975878e+03 8.5300000e-01 8.000e-05
 1204 1174 5   59 1105.647 8.5177670e-03 1.0975610e+03 8.5300000e-01 8.000e-05
 1205 1173 5   58 1106.167 9.7227600e-03 1.0975872e+03 8.5300000e-01 8.000e-05
 1206 1172 5   57 1106.686 9.7227600e-03 1.0975990e+03 8.5300000e-01 8.000e-05
 1207 1171 5   56 1107.206 9.7227600e-03 1.0975956e+03 8.5300000e-01 8.000e-05
 1208 1170 5   55 1107.726 1.2123980e-02 1.0975685e+03 8.5300000e-01 8.000e-05
 1209 1169 5   54 1108.247 1.6891654e-02 1.0975711e+03 8.5300000e-01 8.000e-05
 1210 1168 5   53 1108.768 1.8074965e-02 1.0975669e+03 8.5300000e-01 8.000e-05
 1211 1167 5   52 1109.290 1.9258275e-02 1.0975628e+03 8.5300000e-01 8.000e-05
 1212 1166 5   51 1109.812 2.0437318e-02 1.0975647e+03 8.5300000e-01 8.000e-05
 1213 1165 5   50 1110.335 2.1613530e-02 1.0975662e+03 8.5300000e-01 8.000e-05
 1214 1164 5   49 1110.858 2.1843890e-02 1.0975953e+03 8.5300000e-01 8.000e-05
 1215 1163 5   48 1111.381 2.0628586e-02 1.0976037e+03 8.5300000e-01 8.000e-05
 1216 1162 5   47 1111.905 1.9179532e-02 1.0975863e+03 8.5300000e-01 8.000e-05
 1217 1161 5   46 1112.430 2.2780520e-02 1.0975869e+03 8.5300000e-01 8.000e-05
 1218 1160 5   45 1112.955 2.6084771e-02 1.0976204e+03 8.5300000e-01 8.000e-05
 1219 1159 5   44 1113.480 3.3489477e-02 1.0976119e+03 8.5300000e-01 8.000e-05
 1220 1158 5   43 1114.006 3.2749582e-02 1.0975973e+03 8.5300000e-01 8.000e-05
 1221 1157 5   42 1114.532 3.6149038e-02 1.0974777e+03 8.5300000e-01 8.000e-05
 1222 1156 5   41 1115.059 3.6529716e-02 1.0974560e+03 8.5300000e-01 8.000e-05
 1223 1155 5   40 1115.586 3.9623167e-02 1.0974665e+03 8.5300000e-01 8.000e-05
 1224 1154 5   39 1116.114 3.9723537e-02 1.0974570e+03 8.5300000e-01 8.000e-05
 1225 1153 5   38 1116.642 3.1666035e-02 1.0974672e+03 8.5300000e-01 8.000e-05
 1226 1152 5   37 1117.171 2.3608532e-02 1.0974775e+03 8.5300000e-01 8.000e-05
 1227 1151 5   36 1117.700 3.7149898e-02 1.0974699e+03 8.5300000e-01 8.000e-05
 1228 1150 5   35 1118.230 3.9364919e-02 1.0974704e+03 8.5300000e-01 8.000e-05
 1229 1149 5   34 1118.760 3.9364919e-02 1.0974571e+03 8.5300000e-01 8.000e-05
 1230 1148 5   33 1119.290 4.1569771e-02 1.0974773e+03 8.5300000e-01 8.000e-05
 1231 1147 5   32 1119.821 3.4852349e-02 1.0974777e+03 8.5300000e-01 8.000e-05
 1232 1146 5   31 1120.353 3.6530425e-02 1.0974838e+03 8.5300000e-01 8.000e-05
 1233 1145 5   30 1120.885 3.4770671e-02 1.0974811e+03 8.5300000e-01 8.000e-05
 1234 1144 5   29 1121.417 3.0808796e-02 1.0974603e+03 8.5300000e-01 8.000e-05
 1235 1143 5   28 1121.950 2.8611905e-02 1.0974287e+03 8.5300000e-01 8.000e-05
 1236 1142 5   27 1122.483 2.7452470e-02 1.0974205e+03 8.5300000e-01 8.000e-05
 1237 1141 5   26 1123.017 2.6290264e-02 1.0974770e+03 8.5300000e-01 8.000e-05
 1238 1140 5   25 1123.552 2.6290264e-02 1.0975495e+03 8.5300000e-01 8.000e-05
 1239 1139 5   24 1124.086 2.5125277e-02 1.0977237e+03 8.5300000e-01 8.000e-05
 1240 1138 5   23 1124.622 2.4541388e-02 1.0977226e+03 8.5300000e-01 8.000e-05
 1241 1137 5   22 1125.157 2.3957499e-02 1.0977215e+03 8.5300000e-01 8.000e-05
 1242 1136 5   21 1125.694 2.3957499e-02 1.0977085e+03 8.5300000e-01 8.000e-05
 1243 1135 5   20 1126.230 2.2786920e-02 1.0977622e+03 8.5300000e-01 8.000e-05
 1244 1134 5   19 1126.767 2.1613530e-02 1.0977634e+03 8.5300000e-01 8.000e-05
 1245 1133 5   18 1127.305 2.0437318e-02 1.0978560e+03 8.5300000e-01 8.000e-05
 1246 1132 5   17 1127.843 1.8839834e-02 1.0978248e+03 8.5300000e-01 8.000e-05
 1247 1131 5   16 1128.382 1.7242349e-02 1.0977937e+03 8.5300000e-01 8.000e-05
 1248 1130 5   15 1128.921 1.7242349e-02 1.0978567e+03 8.5300000e-01 8.000e-05
 1249 1129 5   14 1129.461 1.6544363e-02 1.0978266e+03 8.5300000e-01 8.000e-05
 1250 1128 5   13 1130.001 1.4726278e-02 1.0978297e+03 8.5300000e-01 8.000e-05
 1251 1127 5   12 1130.541 1.5003412e-02 1.0978372e+03 8.5300000e-01 8.000e-05
 1252 1126 5   11 1131.082 1.4462711e-02 1.0978395e+03 8.5300000e-01 8.000e-05
 1253 1125 5   10 1131.624 1.4591360e-02 1.0978408e+03 8.5300000e-01 8.000e-05
 1254 1124 5    9 1132.166 1.0060036e-02 1.0978378e+03 8.5300000e-01 8.000e-05
 1255 1123 5    8 1132.708 9.3468690e-03 1.0978254e+03 8.5300000e-01 8.000e-05
 1256 1122 5    7 1133.251 6.6382800e-03 1.0978315e+03 8.5300000e-01 8.000e-05
 1257 1121 5    6 1133.795 8.2583330e-03 1.0978340e+03 8.5300000e-01 8.000e-05
 1258 1120 5    5 1134.339 1.4699116e-02 1.0978220e+03 8.5300000e-01 8.000e-05
 1259 1119 5    4 1134.883 1.1718024e-02 1.0978207e+03 8.5300000e-01 8.000e-05
 1260 1118 5    3 1135.428 1.2475781e-02 1.0978015e+03 8.5300000e-01 8.000e-05
 1261 1117 5    2 1135.973 8.2990200e-03 1.0977883e+03 8.5300000e-01 8.000e-05
 1262 1116 5    1 1136.519 1.0883108e-02 1.0976771e+03 8.5300000e-01 8.000e-05
 1263 1115 4d 106 1216.837 1.2208398e-02 1.3128561e+03 8.6700000e-01 8.000e-05
 1264 1114 4d 105 1217.344 1.7008697e-02 1.3128560e+03 8.6700000e-01 8.000e-05
 1265 1113 4d 104 1217.851 1.8211976e-02 1.3128591e+03 8.6700000e-01 8.000e-05
 1266 1112 4d 103 1218.359 1.9768583e-02 1.3128190e+03 8.6700000e-01 8.000e-05
 1267 1111 4d 102 1218.867 2.1625353e-02 1.3128581e+03 8.6700000e-01 8.000e-05
 1268 1110 4d 101 1219.375 2.4367443e-02 1.3128634e+03 8.6700000e-01 8.000e-05
 1269 1109 4d 100 1219.884 2.6942330e-02 1.3128612e+03 8.6700000e-01 8.000e-05
 1270 1108 4d  99 1220.394 2.9648545e-02 1.3128537e+03 8.6700000e-01 8.000e-05
 1271 1107 4d  98 1220.904 3.1539671e-02 1.3128568e+03 8.6700000e-01 8.000e-05
 1272 1106 4d  97 1221.414 3.3515023e-02 1.3128488e+03 8.6700000e-01 8.000e-05
 1273 1105 4d  96 1221.925 3.2613264e-02 1.3128370e+03 8.6700000e-01 8.000e-05
 1274 1104 4d  95 1222.436 3.3990706e-02 1.3128431e+03 8.6700000e-01 8.000e-05
 1275 1103 4d  94 1222.947 3.5040204e-02 1.3128374e+03 8.6700000e-01 8.000e-05
 1276 1102 4d  93 1223.459 3.6119357e-02 1.3128444e+03 8.6700000e-01 8.000e-05
 1277 1101 4d  92 1223.972 3.7271704e-02 1.3128362e+03 8.6700000e-01 8.000e-05
 1278 1100 4d  91 1224.484 3.7519860e-02 1.3128461e+03 8.6700000e-01 8.000e-05
 1279 1099 4d  90 1224.998 4.0263898e-02 1.3128292e+03 8.6700000e-01 8.000e-05
 1280 1098 4d  89 1225.511 4.0808913e-02 1.3128410e+03 8.6700000e-01 8.000e-05
 1281 1097 4d  88 1226.025 4.1353928e-02 1.3128529e+03 8.6700000e-01 8.000e-05
 1282 1096 4d  87 1226.540 4.2434021e-02 1.3128366e+03 8.6700000e-01 8.000e-05
 1283 1095 4d  86 1227.055 3.9360045e-02 1.3128222e+03 8.6700000e-01 8.000e-05
 1284 1094 4d  85 1227.570 4.0908040e-02 1.3128482e+03 8.6700000e-01 8.000e-05
 1285 1093 4d  84 1228.086 4.0078393e-02 1.3128582e+03 8.6700000e-01 8.000e-05
 1286 1092 4d  83 1228.602 4.1963367e-02 1.3128501e+03 8.6700000e-01 8.000e-05
 1287 1091 4d  82 1229.119 4.1440338e-02 1.3128539e+03 8.6700000e-01 8.000e-05
 1288 1090 4d  81 1229.636 4.0720870e-02 1.3128516e+03 8.6700000e-01 8.000e-05
 1289 1089 4d  80 1230.153 3.9581404e-02 1.3128532e+03 8.6700000e-01 8.000e-05
 1290 1088 4d  79 1230.671 3.8252449e-02 1.3128562e+03 8.6700000e-01 8.000e-05
 1291 1087 4d  78 1231.190 3.6514526e-02 1.3128545e+03 8.6700000e-01 8.000e-05
 1292 1086 4d  77 1231.708 3.4324565e-02 1.3128500e+03 8.6700000e-01 8.000e-05
 1293 1085 4d  76 1232.228 3.1498600e-02 1.3128461e+03 8.6700000e-01 8.000e-05
 1294 1084 4d  75 1232.747 2.9313433e-02 1.3128557e+03 8.6700000e-01 8.000e-05
 1295 1083 4d  74 1233.267 2.7371829e-02 1.3128414e+03 8.6700000e-01 8.000e-05
 1296 1082 4d  73 1233.788 2.5796256e-02 1.3128389e+03 8.6700000e-01 8.000e-05
 1297 1081 4d  72 1234.309 2.2866486e-02 1.3128200e+03 8.6700000e-01 8.000e-05
 1298 1080 4d  71 1234.830 2.1825081e-02 1.3128096e+03 8.6700000e-01 8.000e-05
 1299 1079 4d  70 1235.352 2.0557633e-02 1.3127980e+03 8.6700000e-01 8.000e-05
 1300 1078 4d  69 1235.875 2.1046040e-02 1.3127690e+03 8.6700000e-01 8.000e-05
 1301 1077 4d  68 1236.397 2.0565630e-02 1.3127467e+03 8.6700000e-01 8.000e-05
 1302 1076 4d  67 1236.920 1.9543279e-02 1.3127343e+03 8.6700000e-01 8.000e-05
 1303 1075 4d  66 1237.444 2.0395107e-02 1.3127129e+03 8.6700000e-01 8.000e-05
 1304 1074 4d  65 1237.968 2.1487469e-02 1.3126993e+03 8.6700000e-01 8.000e-05
 1305 1073 4d  64 1238.493 2.3288968e-02 1.3126791e+03 8.6700000e-01 8.000e-05
 1306 1072 4d  63 1239.017 2.2602426e-02 1.3126578e+03 8.6700000e-01 8.000e-05
 1307 1071 4d  62 1239.543 2.1136023e-02 1.3126559e+03 8.6700000e-01 8.000e-05
 1308 1070 4d  61 1240.068 1.9479523e-02 1.3126469e+03 8.6700000e-01 8.000e-05
 1309 1069 4d  60 1240.595 1.9172904e-02 1.3126394e+03 8.6700000e-01 8.000e-05
 1310 1068 4d  59 1241.121 2.0806657e-02 1.3126321e+03 8.6700000e-01 8.000e-05
 1311 1067 4d  58 1241.649 2.3955661e-02 1.3126220e+03 8.6700000e-01 8.000e-05
 1312 1066 4d  57 1242.176 2.6366461e-02 1.3126256e+03 8.6700000e-01 8.000e-05
 1313 1065 4d  56 1242.704 2.7572732e-02 1.3126221e+03 8.6700000e-01 8.000e-05
 1314 1064 4d  55 1243.233 2.8805848e-02 1.3126055e+03 8.6700000e-01 8.000e-05
 1315 1063 4d  54 1243.761 2.9411510e-02 1.3126095e+03 8.6700000e-01 8.000e-05
 1316 1062 4d  53 1244.291 3.0458113e-02 1.3126069e+03 8.6700000e-01 8.000e-05
 1317 1061 4d  52 1244.821 2.7564862e-02 1.3126064e+03 8.6700000e-01 8.000e-05
 1318 1060 4d  51 1245.351 2.7784453e-02 1.3125994e+03 8.6700000e-01 8.000e-05
 1319 1059 4d  50 1245.881 2.4465618e-02 1.3125971e+03 8.6700000e-01 8.000e-05
 1320 1058 4d  49 1246.412 2.7458450e-02 1.3125961e+03 8.6700000e-01 8.000e-05
 1321 1057 4d  48 1246.944 2.4556529e-02 1.3125894e+03 8.6700000e-01 8.000e-05
 1322 1056 4d  47 1247.476 2.7770113e-02 1.3125970e+03 8.6700000e-01 8.000e-05
 1323 1055 4d  46 1248.008 2.8650879e-02 1.3125905e+03 8.6700000e-01 8.000e-05
 1324 1054 4d  45 1248.541 3.2207544e-02 1.3126011e+03 8.6700000e-01 8.000e-05
 1325 1053 4d  44 1249.075 3.2982381e-02 1.3126052e+03 8.6700000e-01 8.000e-05
 1326 1052 4d  43 1249.608 3.3724480e-02 1.3126146e+03 8.6700000e-01 8.000e-05
 1327 1051 4d  42 1250.143 3.1718738e-02 1.3126163e+03 8.6700000e-01 8.000e-05
 1328 1050 4d  41 1250.677 2.9193897e-02 1.3126292e+03 8.6700000e-01 8.000e-05
 1329 1049 4d  40 1251.213 3.0281732e-02 1.3126372e+03 8.6700000e-01 8.000e-05
 1330 1048 4d  39 1251.748 3.3769992e-02 1.3126387e+03 8.6700000e-01 8.000e-05
 1331 1047 4d  38 1252.284 3.5936905e-02 1.3126517e+03 8.6700000e-01 8.000e-05
 1332 1046 4d  37 1252.821 3.4509242e-02 1.3126546e+03 8.6700000e-01 8.000e-05
 1333 1045 4d  36 1253.358 3.3092200e-02 1.3126805e+03 8.6700000e-01 8.000e-05
 1334 1044 4d  35 1253.895 3.0807232e-02 1.3126931e+03 8.6700000e-01 8.000e-05
 1335 1043 4d  34 1254.433 3.0543311e-02 1.3126976e+03 8.6700000e-01 8.000e-05
 1336 1042 4d  33 1254.971 2.9554386e-02 1.3126937e+03 8.6700000e-01 8.000e-05
 1337 1041 4d  32 1255.510 3.0412128e-02 1.3127144e+03 8.6700000e-01 8.000e-05
 1338 1040 4d  31 1256.049 2.9093292e-02 1.3127114e+03 8.6700000e-01 8.000e-05
 1339 1039 4d  30 1256.589 2.7836413e-02 1.3127180e+03 8.6700000e-01 8.000e-05
 1340 1038 4d  29 1257.129 2.5661540e-02 1.3127265e+03 8.6700000e-01 8.000e-05
 1341 1037 4d  28 1257.669 2.3357424e-02 1.3127319e+03 8.6700000e-01 8.000e-05
 1342 1036 4d  27 1258.210 2.1364609e-02 1.3127435e+03 8.6700000e-01 8.000e-05
 1343 1035 4d  26 1258.752 1.8466527e-02 1.3127340e+03 8.6700000e-01 8.000e-05
 1344 1034 4d  25 1259.294 1.5260396e-02 1.3127043e+03 8.6700000e-01 8.000e-05
 1345 1033 4d  24 1259.836 1.2372030e-02 1.3127236e+03 8.6700000e-01 8.000e-05
 1346 1032 4d  23 1260.379 1.1409504e-02 1.3127334e+03 8.6700000e-01 8.000e-05
 1347 1031 4d  22 1260.922 1.0111844e-02 1.3126866e+03 8.6700000e-01 8.000e-05
 1348 1030 4d  21 1261.466 1.0490198e-02 1.3126013e+03 8.6700000e-01 8.000e-05
 1349 1029 4d  20 1262.010 1.1033112e-02 1.3125462e+03 8.6700000e-01 8.000e-05
 1350 1028 4d  19 1262.555 1.1970120e-02 1.3124457e+03 8.6700000e-01 8.000e-05
 1351 1027 4d  18 1263.100 1.3671680e-02 1.3124175e+03 8.6700000e-01 8.000e-05
 1352 1026 4d  17 1263.646 1.5373239e-02 1.3123894e+03 8.6700000e-01 8.000e-05
 1353 1025 4d  16 1264.192 1.8869203e-02 1.3123833e+03 8.6700000e-01 8.000e-05
 1354 1024 4d  15 1264.738 2.2668484e-02 1.3123934e+03 8.6700000e-01 8.000e-05
 1355 1023 4d  14 1265.285 2.7301740e-02 1.3123461e+03 8.6700000e-01 8.000e-05
 1356 1022 4d  13 1265.833 2.9917632e-02 1.3123778e+03 8.6700000e-01 8.000e-05
 1357 1021 4d  12 1266.381 3.2919967e-02 1.3123879e+03 8.6700000e-01 8.000e-05
 1358 1020 4d  11 1266.929 3.5438885e-02 1.3123900e+03 8.6700000e-01 8.000e-05
 1359 1019 4d  10 1267.478 3.7408867e-02 1.3123881e+03 8.6700000e-01 8.000e-05
 1360 1018 4d   9 1268.027 3.9548957e-02 1.3124118e+03 8.6700000e-01 8.000e-05
 1361 1017 4d   8 1268.577 3.8132497e-02 1.3124107e+03 8.6700000e-01 8.000e-05
 1362 1016 4d   7 1269.127 4.1858491e-02 1.3124348e+03 8.6700000e-01 8.000e-05
 1363 1015 4d   6 1269.678 4.6506140e-02 1.3124257e+03 8.6700000e-01 8.000e-05
 1364 1014 4d   5 1270.229 5.4508784e-02 1.3124391e+03 8.6700000e-01 8.000e-05
 1365 1013 4d   4 1270.781 5.7075310e-02 1.3124475e+03 8.6700000e-01 8.000e-05
 1366 1012 4d   3 1271.333 7.0000000e-02 1.3124462e+03 8.6700000e-01 8.000e-05
 1367 1011 4d   2 1271.886 6.9000000e-02 1.3124662e+03 8.6700000e-01 8.000e-05
 1368 1010 4d   1 1272.439 7.4000000e-02 1.3124862e+03 8.6700000e-01 8.000e-05
 1369 1009 4c  94 1284.196 4.3310865e-02 1.3127080e+03 8.6700000e-01 8.000e-05
 1370 1008 4c  93 1284.759 4.2149542e-02 1.3127075e+03 8.6700000e-01 8.000e-05
 1371 1007 4c  92 1285.323 3.7716872e-02 1.3127458e+03 8.6700000e-01 8.000e-05
 1372 1006 4c  91 1285.887 3.3335043e-02 1.3127787e+03 8.6700000e-01 8.000e-05
 1373 1005 4c  90 1286.452 2.9248310e-02 1.3128060e+03 8.6700000e-01 8.000e-05
 1374 1004 4c  89 1287.017 2.8314525e-02 1.3128481e+03 8.6700000e-01 8.000e-05
 1375 1003 4c  88 1287.582 2.6401043e-02 1.3128730e+03 8.6700000e-01 8.000e-05
 1376 1002 4c  87 1288.148 2.4035458e-02 1.3128999e+03 8.6700000e-01 8.000e-05
 1377 1001 4c  86 1288.715 2.1407143e-02 1.3129312e+03 8.6700000e-01 8.000e-05
 1378 1000 4c  85 1289.282 1.9507839e-02 1.3129670e+03 8.6700000e-01 8.000e-05
 1379  999 4c  84 1289.849 1.8408530e-02 1.3130138e+03 8.6700000e-01 8.000e-05
 1380  998 4c  83 1290.417 1.7620856e-02 1.3130711e+03 8.6700000e-01 8.000e-05
 1381  997 4c  82 1290.986 1.6251346e-02 1.3131237e+03 8.6700000e-01 8.000e-05
 1382  996 4c  81 1291.555 1.5469314e-02 1.3131709e+03 8.6700000e-01 8.000e-05
 1383  995 4c  80 1292.124 1.7491908e-02 1.3132240e+03 8.6700000e-01 8.000e-05
 1384  994 4c  79 1292.694 2.0139013e-02 1.3132541e+03 8.6700000e-01 8.000e-05
 1385  993 4c  78 1293.265 2.4136963e-02 1.3132908e+03 8.6700000e-01 8.000e-05
 1386  992 4c  77 1293.836 2.4548176e-02 1.3133227e+03 8.6700000e-01 8.000e-05
 1387  991 4c  76 1294.407 2.8260867e-02 1.3133451e+03 8.6700000e-01 8.000e-05
 1388  990 4c  75 1294.979 2.7777819e-02 1.3133579e+03 8.6700000e-01 8.000e-05
 1389  989 4c  74 1295.551 3.3200545e-02 1.3133786e+03 8.6700000e-01 8.000e-05
 1390  988 4c  73 1296.124 3.6080709e-02 1.3133928e+03 8.6700000e-01 8.000e-05
 1391  987 4c  72 1296.698 4.2317850e-02 1.3134108e+03 8.6700000e-01 8.000e-05
 1392  986 4c  71 1297.271 4.4368166e-02 1.3134162e+03 8.6700000e-01 8.000e-05
 1393  985 4c  70 1297.846 4.5359186e-02 1.3134367e+03 8.6700000e-01 8.000e-05
 1394  984 4c  69 1298.421 4.6342543e-02 1.3134433e+03 8.6700000e-01 8.000e-05
 1395  983 4c  68 1298.996 4.7273860e-02 1.3134583e+03 8.6700000e-01 8.000e-05
 1396  982 4c  67 1299.572 4.9091949e-02 1.3134871e+03 8.6700000e-01 8.000e-05
 1397  981 4c  66 1300.148 5.4000000e-02 1.3134462e+03 8.6700000e-01 8.000e-05
 1398  980 4c  65 1300.725 5.3431477e-02 1.3135156e+03 8.6700000e-01 8.000e-05
 1399  979 4c  64 1301.302 5.0869096e-02 1.3135260e+03 8.6700000e-01 8.000e-05
 1400  978 4c  63 1301.880 4.8306714e-02 1.3135365e+03 8.6700000e-01 8.000e-05
 1401  977 4c  62 1302.458 4.8807602e-02 1.3135487e+03 8.6700000e-01 8.000e-05
 1402  976 4c  61 1303.037 4.8296266e-02 1.3135602e+03 8.6700000e-01 8.000e-05
 1403  975 4c  60 1303.617 4.2958607e-02 1.3135752e+03 8.6700000e-01 8.000e-05
 1404  974 4c  59 1304.197 4.3087808e-02 1.3135858e+03 8.6700000e-01 8.000e-05
 1405  973 4c  58 1304.777 4.0878419e-02 1.3135930e+03 8.6700000e-01 8.000e-05
 1406  972 4c  57 1305.358 4.2525284e-02 1.3135904e+03 8.6700000e-01 8.000e-05
 1407  971 4c  56 1305.939 4.0408695e-02 1.3135963e+03 8.6700000e-01 8.000e-05
 1408  970 4c  55 1306.521 4.3806559e-02 1.3136073e+03 8.6700000e-01 8.000e-05
 1409  969 4c  54 1307.103 4.2335646e-02 1.3136087e+03 8.6700000e-01 8.000e-05
 1410  968 4c  53 1307.686 4.0780265e-02 1.3136169e+03 8.6700000e-01 8.000e-05
 1411  967 4c  52 1308.269 3.6008180e-02 1.3136180e+03 8.6700000e-01 8.000e-05
 1412  966 4c  51 1308.853 3.5445774e-02 1.3136465e+03 8.6700000e-01 8.000e-05
 1413  965 4c  50 1309.437 3.3533381e-02 1.3135794e+03 8.6700000e-01 8.000e-05
 1414  964 4c  49 1310.022 2.9972126e-02 1.3135953e+03 8.6700000e-01 8.000e-05
 1415  963 4c  48 1310.608 4.0000000e-02 1.3136662e+03 8.6700000e-01 8.000e-05
 1416  962 4c  47 1311.193 3.5000000e-02 1.3137062e+03 8.6700000e-01 8.000e-05
 1417  961 4c  46 1311.780 3.4000000e-02 1.3136962e+03 8.6700000e-01 8.000e-05
 1418  960 4c  45 1312.366 2.0578415e-02 1.3136190e+03 8.6700000e-01 8.000e-05
 1419  959 4c  44 1312.954 1.9391393e-02 1.3136277e+03 8.6700000e-01 8.000e-05
 1420  958 4c  43 1313.542 1.8655430e-02 1.3136321e+03 8.6700000e-01 8.000e-05
 1421  957 4c  42 1314.130 1.9407314e-02 1.3136815e+03 8.6700000e-01 8.000e-05
 1422  956 4c  41 1314.719 1.9793044e-02 1.3137290e+03 8.6700000e-01 8.000e-05
 1423  955 4c  40 1315.308 1.8445672e-02 1.3137478e+03 8.6700000e-01 8.000e-05
 1424  954 4c  39 1315.898 1.6596565e-02 1.3137510e+03 8.6700000e-01 8.000e-05
 1425  953 4c  38 1316.489 1.4396081e-02 1.3137721e+03 8.6700000e-01 8.000e-05
 1426  952 4c  37 1317.080 1.2507891e-02 1.3137966e+03 8.6700000e-01 8.000e-05
 1427  951 4c  36 1317.671 1.1474808e-02 1.3138749e+03 8.6700000e-01 8.000e-05
 1428  950 4c  35 1318.263 1.3533063e-02 1.3139205e+03 8.6700000e-01 8.000e-05
 1429  949 4c  34 1318.855 1.3412862e-02 1.3139484e+03 8.6700000e-01 8.000e-05
 1430  948 4c  33 1319.448 1.3412862e-02 1.3139577e+03 8.6700000e-01 8.000e-05
 1431  947 4c  32 1320.042 1.3412862e-02 1.3139857e+03 8.6700000e-01 8.000e-05
 1432  946 4c  31 1320.636 1.4614393e-02 1.3140212e+03 8.6700000e-01 8.000e-05
 1433  945 4c  30 1321.230 1.5813001e-02 1.3140411e+03 8.6700000e-01 8.000e-05
 1434  944 4c  29 1321.826 1.7008697e-02 1.3140542e+03 8.6700000e-01 8.000e-05
 1435  943 4c  28 1322.421 1.8420634e-02 1.3140728e+03 8.6700000e-01 8.000e-05
 1436  942 4c  27 1323.017 1.8832353e-02 1.3141086e+03 8.6700000e-01 8.000e-05
 1437  941 4c  26 1323.614 2.1185345e-02 1.3141073e+03 8.6700000e-01 8.000e-05
 1438  940 4c  25 1324.211 2.4371754e-02 1.3141088e+03 8.6700000e-01 8.000e-05
 1439  939 4c  24 1324.808 2.6015716e-02 1.3141308e+03 8.6700000e-01 8.000e-05
 1440  938 4c  23 1325.407 2.6106600e-02 1.3141414e+03 8.6700000e-01 8.000e-05
 1441  937 4c  22 1326.005 2.5403779e-02 1.3141481e+03 8.6700000e-01 8.000e-05
 1442  936 4c  21 1326.604 2.5335345e-02 1.3141543e+03 8.6700000e-01 8.000e-05
 1443  935 4c  20 1327.204 2.9075723e-02 1.3141584e+03 8.6700000e-01 8.000e-05
 1444  934 4c  19 1327.804 3.0678901e-02 1.3141588e+03 8.6700000e-01 8.000e-05
 1445  933 4c  18 1328.405 3.4264677e-02 1.3141676e+03 8.6700000e-01 8.000e-05
 1446  932 4c  17 1329.006 3.2637159e-02 1.3141720e+03 8.6700000e-01 8.000e-05
 1447  931 4c  16 1329.608 3.3336254e-02 1.3141734e+03 8.6700000e-01 8.000e-05
 1448  930 4c  15 1330.211 3.4454996e-02 1.3141799e+03 8.6700000e-01 8.000e-05
 1449  929 4c  14 1330.813 3.4750206e-02 1.3141651e+03 8.6700000e-01 8.000e-05
 1450  928 4c  13 1331.417 3.7612494e-02 1.3141463e+03 8.6700000e-01 8.000e-05
 1451  927 4c  12 1332.021 3.6623773e-02 1.3141477e+03 8.6700000e-01 8.000e-05
 1452  926 4c  11 1332.625 3.8849548e-02 1.3141506e+03 8.6700000e-01 8.000e-05
 1453  925 4c  10 1333.230 3.8385757e-02 1.3141423e+03 8.6700000e-01 8.000e-05
 1454  924 4c   9 1333.835 3.8334786e-02 1.3141351e+03 8.6700000e-01 8.000e-05
 1455  923 4c   8 1334.442 3.8697704e-02 1.3141290e+03 8.6700000e-01 8.000e-05
 1456  922 4c   7 1335.048 3.9060348e-02 1.3141142e+03 8.6700000e-01 8.000e-05
